gender,cgpa,attendance,internship,projects,communication,aptitude_score,coding_score,backlogs,extracurricular,placed
Male,7.53,95.1,Yes,5,Low,60,64,1,No,1
Male,9.24,71.87,No,4,Low,71,98,3,Yes,0
Female,6.75,99.88,Yes,1,Low,73,41,3,Yes,0
Male,6.05,98.17,No,4,High,73,65,2,No,0
Male,9.18,97.62,Yes,2,Medium,47,75,2,Yes,0
Female,8.03,92.45,Yes,2,High,55,87,2,Yes,1
Male,9.32,68.82,Yes,3,Low,74,77,0,Yes,1
Female,9.53,81.31,Yes,1,Low,62,81,1,Yes,1
Female,5.73,68.97,Yes,2,Medium,61,94,3,Yes,0
Male,7.65,70.39,Yes,5,High,70,85,0,No,1
Male,7.11,84.44,Yes,2,Medium,68,42,0,Yes,0
Female,8.19,61.63,No,5,Medium,77,85,0,Yes,1
Female,8.91,98.78,Yes,1,Medium,58,68,2,No,0
Male,6.71,96.75,No,3,Low,93,97,0,No,0
Female,7.89,75.23,Yes,3,High,84,50,1,Yes,1
Female,8.55,80.62,Yes,4,Low,75,82,0,Yes,1
Female,6.08,78.64,Yes,2,Medium,88,60,0,Yes,0
Male,9.0,95.29,No,1,Medium,99,82,3,No,0
Female,8.11,87.54,Yes,4,Low,95,43,1,Yes,1
Male,9.58,71.12,Yes,1,High,48,44,2,Yes,1
Female,6.96,77.87,Yes,1,High,74,45,3,Yes,0
Male,5.97,77.16,Yes,4,Low,98,61,3,Yes,0
Female,7.68,98.37,Yes,1,Medium,40,85,3,Yes,1
Male,5.87,67.01,Yes,4,Medium,72,78,0,Yes,1
Male,9.67,63.58,Yes,2,Low,56,45,1,Yes,1
Male,5.67,95.22,No,4,Medium,96,53,0,No,0
Female,8.74,95.87,Yes,2,Medium,65,61,3,No,0
Female,7.76,94.87,Yes,3,Medium,52,55,0,No,1
Female,7.09,80.44,Yes,4,High,44,71,2,Yes,0
Male,5.78,86.39,Yes,3,Low,58,75,1,No,0
Female,8.18,82.53,Yes,4,Medium,97,89,3,Yes,1
Male,8.02,62.78,No,1,High,96,97,3,Yes,1
Female,6.71,83.83,No,3,Low,81,46,0,Yes,0
Male,9.41,60.54,Yes,5,High,48,62,0,Yes,1
Male,6.81,73.0,Yes,5,Medium,45,98,3,Yes,0
Male,7.43,97.29,Yes,5,High,60,90,3,No,1
Female,7.84,72.16,Yes,3,High,88,53,1,Yes,1
Female,5.93,97.59,No,2,Medium,61,86,0,No,0
Female,9.51,70.01,No,4,Low,92,92,2,Yes,0
Male,7.11,72.58,Yes,1,Low,96,45,1,No,0
Male,5.85,85.14,No,1,Low,78,81,2,Yes,0
Female,7.17,90.47,Yes,3,Medium,87,64,1,Yes,0
Female,8.08,80.06,Yes,5,Low,90,42,3,Yes,0
Female,7.71,95.28,Yes,1,Medium,44,52,0,Yes,1
Male,8.49,61.61,Yes,1,Low,61,90,1,No,1
Male,5.74,96.89,No,2,Low,98,92,3,Yes,0
Male,6.72,67.85,No,1,Medium,89,89,3,Yes,0
Male,9.02,95.37,No,1,Medium,46,42,1,Yes,0
Male,5.84,76.03,Yes,4,High,96,70,1,Yes,1
Female,9.18,93.31,No,1,Low,65,93,0,Yes,1
Male,5.9,86.87,No,4,Low,64,42,3,No,0
Male,9.09,67.04,Yes,5,High,44,56,3,No,1
Male,7.05,96.72,Yes,2,Low,71,94,0,No,1
Male,8.13,69.82,No,1,High,47,78,3,No,1
Male,6.16,69.77,No,2,Medium,48,41,2,Yes,0
Female,5.78,92.57,No,2,Low,93,44,3,Yes,0
Male,6.43,64.23,Yes,2,Medium,67,48,2,Yes,0
Male,6.05,68.88,Yes,3,High,59,68,0,No,1
Male,6.84,80.15,No,4,High,43,74,0,Yes,0
Female,7.71,93.22,No,2,Medium,42,79,1,Yes,1
Female,8.03,65.9,Yes,5,Medium,83,75,0,Yes,1
Female,8.9,81.91,Yes,1,Medium,80,74,2,Yes,0
Male,8.32,88.45,No,2,Medium,81,89,0,No,1
Female,8.12,94.42,No,2,Medium,50,69,2,No,0
Male,7.27,97.42,No,1,High,87,54,0,Yes,0
Male,7.54,91.39,Yes,5,Low,68,68,3,Yes,0
Female,7.28,86.11,No,2,Medium,82,64,0,Yes,0
Male,9.12,77.34,Yes,2,Medium,61,50,1,No,1
Male,6.49,64.48,No,5,Medium,47,76,2,Yes,0
Male,5.52,88.39,Yes,2,Low,85,96,0,Yes,1
Female,8.3,99.71,No,5,Low,73,87,3,Yes,0
Male,6.37,89.47,No,2,Medium,70,95,1,Yes,0
Male,9.33,60.67,No,1,High,43,90,3,Yes,1
Female,9.19,79.85,Yes,5,Medium,54,43,1,No,1
Male,5.83,84.59,Yes,1,Medium,57,99,3,Yes,0
Male,5.96,87.59,No,1,Medium,50,93,3,Yes,0
Female,7.63,88.79,Yes,2,Medium,66,82,2,No,1
Male,8.12,82.32,Yes,5,Low,58,97,3,Yes,1
Male,6.68,68.93,No,3,Low,89,51,1,Yes,0
Male,8.58,97.69,Yes,1,High,48,71,3,Yes,1
Male,8.06,87.87,No,1,Medium,64,44,2,Yes,0
Male,6.9,69.47,Yes,1,Low,61,81,3,Yes,0
Female,5.61,72.89,No,2,Low,99,81,2,Yes,0
Female,8.73,96.88,No,2,High,62,90,2,Yes,1
Female,6.42,95.5,No,1,Medium,76,76,1,No,0
Female,9.09,76.21,No,2,High,49,76,3,Yes,1
Male,7.31,61.53,Yes,2,Medium,56,64,1,No,0
Male,7.98,61.94,No,2,Low,91,43,2,Yes,0
Male,9.25,71.36,No,4,High,52,63,1,Yes,1
Male,9.21,85.16,Yes,5,Low,43,75,1,Yes,1
Male,7.1,83.37,Yes,2,Medium,71,97,2,Yes,0
Female,6.4,85.35,No,4,Low,67,41,2,Yes,0
Female,8.83,88.69,Yes,4,Medium,69,74,1,No,1
Male,7.36,60.76,Yes,2,High,85,75,3,Yes,0
Male,6.33,64.2,Yes,4,Medium,79,47,2,Yes,0
Male,9.39,74.38,Yes,3,Low,60,48,2,No,0
Female,6.35,66.19,No,4,Medium,54,67,3,No,0
Male,5.61,63.01,Yes,5,Medium,42,99,0,No,1
Male,5.59,85.64,Yes,4,High,56,93,2,Yes,1
Male,8.18,92.61,No,2,High,54,79,0,Yes,1
Female,8.35,90.11,Yes,1,Low,72,83,3,Yes,1
Male,6.84,92.68,No,3,High,44,49,3,No,0
Female,6.88,86.63,No,4,Low,47,44,3,Yes,0
Female,6.96,89.41,No,3,Low,48,76,3,No,0
Female,8.42,70.87,No,5,Low,97,95,1,Yes,1
Female,5.75,99.72,Yes,4,Low,65,86,1,Yes,1
Female,9.5,67.33,Yes,4,High,41,70,0,Yes,1
Female,6.46,68.58,Yes,3,Medium,76,91,3,Yes,0
Male,9.8,71.56,Yes,4,Medium,75,68,0,Yes,1
Male,6.24,99.01,Yes,4,High,51,42,0,No,1
Male,8.82,99.53,Yes,1,Medium,58,65,3,Yes,0
Female,6.46,91.8,Yes,3,Low,66,70,0,Yes,0
Male,5.85,85.16,Yes,2,Medium,63,41,0,Yes,0
Female,9.26,80.8,Yes,2,High,41,54,0,No,1
Female,9.19,98.82,Yes,5,High,55,52,0,Yes,1
Female,7.24,87.82,Yes,1,Medium,41,67,1,No,0
Male,8.52,97.79,No,3,High,60,95,0,No,1
Female,7.9,72.66,No,3,High,49,83,3,Yes,1
Female,9.17,73.35,No,1,Low,97,53,0,No,0
Male,6.85,94.19,No,1,Medium,81,51,3,Yes,0
Male,7.75,65.99,No,5,Low,56,54,3,Yes,0
Female,7.59,97.84,No,2,Medium,51,60,1,Yes,0
Female,7.02,80.3,Yes,3,High,46,99,1,Yes,1
Male,9.33,97.06,Yes,1,High,48,93,0,Yes,1
Male,6.21,73.47,No,3,Medium,85,68,0,Yes,0
Male,6.14,88.64,Yes,2,High,89,96,2,Yes,1
Female,7.98,79.32,Yes,3,Low,49,84,0,Yes,1
Male,8.33,85.07,Yes,3,Low,55,74,2,Yes,0
Male,6.34,80.17,Yes,1,Low,40,86,2,No,0
Male,7.18,98.68,No,1,High,48,59,1,Yes,0
Female,9.57,87.68,Yes,1,High,52,99,3,Yes,1
Male,6.56,70.05,Yes,2,Medium,87,57,2,Yes,0
Male,8.37,96.39,Yes,4,High,55,77,0,No,1
Male,8.68,71.76,No,2,High,73,54,2,Yes,0
Male,7.43,74.86,No,1,Medium,80,96,1,Yes,0
Male,9.53,64.08,Yes,5,Medium,69,51,2,Yes,0
Female,8.67,96.0,No,3,High,52,73,2,No,0
Female,7.47,71.44,Yes,3,Low,47,44,2,No,0
Female,7.95,70.36,No,3,Low,94,97,2,Yes,0
Male,8.48,96.81,No,3,Low,50,56,2,No,0
Female,8.05,92.22,No,5,High,88,52,2,No,0
Female,9.28,65.64,Yes,1,High,91,99,2,No,1
Female,7.03,90.77,Yes,4,Medium,70,52,1,No,0
Male,6.79,96.52,Yes,3,High,82,75,0,Yes,1
Male,6.42,63.14,Yes,4,Medium,50,55,1,No,0
Female,5.66,93.01,Yes,2,Medium,87,79,2,No,0
Female,5.68,81.9,Yes,2,High,46,42,2,Yes,0
Male,9.24,86.77,Yes,3,Medium,93,91,3,Yes,1
Male,8.42,79.71,No,1,Medium,40,41,1,No,0
Female,8.34,87.91,Yes,5,Low,62,64,2,Yes,0
Male,8.14,61.36,No,3,Low,71,92,3,No,0
Female,9.15,90.51,No,2,Medium,54,42,1,No,0
Male,7.57,61.33,No,2,Low,57,50,2,Yes,0
Female,9.24,78.21,No,4,High,67,50,3,Yes,0
Female,7.05,66.04,No,5,Medium,53,49,3,Yes,0
Male,9.48,92.94,No,3,Medium,52,67,2,Yes,0
Female,8.5,72.55,Yes,1,High,95,94,0,Yes,1
Female,6.61,78.16,Yes,4,High,73,50,2,Yes,0
Female,7.93,77.15,No,5,Low,59,88,3,Yes,0
Male,7.79,90.9,Yes,4,Medium,93,96,0,Yes,1
Male,6.09,79.25,Yes,1,High,63,46,0,Yes,1
Male,8.04,91.56,No,2,Low,67,68,1,No,0
Female,6.85,62.94,Yes,3,Low,50,40,0,Yes,0
Male,5.73,67.66,No,3,Medium,90,91,3,No,0
Female,9.58,82.06,Yes,1,Medium,67,54,3,Yes,0
Female,8.26,97.88,No,3,Low,61,46,1,Yes,0
Male,9.27,62.99,Yes,3,Medium,69,43,3,Yes,0
Male,8.41,61.72,No,4,Medium,77,94,3,Yes,0
Female,7.04,66.26,Yes,1,Medium,56,42,3,No,0
Female,7.7,85.65,No,4,High,61,59,1,No,1
Male,8.41,75.96,Yes,3,High,40,99,0,Yes,1
Male,9.63,93.02,Yes,5,Medium,96,42,1,No,1
Male,6.59,62.88,Yes,5,Medium,59,68,0,No,0
Female,9.26,67.86,Yes,4,High,44,59,3,No,1
Female,9.47,72.0,No,2,Medium,72,99,2,Yes,0
Female,8.38,85.07,Yes,2,High,84,49,1,Yes,1
Female,9.5,87.41,Yes,1,Medium,40,74,0,Yes,1
Female,7.21,64.97,Yes,5,Medium,83,65,0,No,0
Male,9.6,97.75,No,5,Low,48,69,3,Yes,0
Male,8.52,73.64,Yes,4,High,71,65,0,No,1
Female,5.68,88.53,Yes,3,Medium,93,76,3,Yes,0
Female,9.4,80.97,No,1,High,65,59,3,No,0
Male,7.58,68.91,No,4,Medium,84,90,3,No,0
Male,7.48,93.85,No,2,Low,81,92,0,Yes,0
Male,7.94,92.73,No,3,Medium,87,81,2,Yes,0
Male,6.14,75.84,Yes,1,Low,45,48,1,Yes,0
Female,7.52,83.54,No,3,Medium,92,50,0,Yes,0
Male,9.07,70.31,No,2,Medium,93,72,1,Yes,0
Female,5.57,87.59,No,4,Low,69,69,0,No,0
Male,6.67,72.36,Yes,4,Low,79,69,3,No,0
Male,5.51,93.76,No,5,High,62,91,1,Yes,1
Male,7.29,68.7,Yes,4,High,78,84,3,Yes,1
Female,8.63,60.59,No,5,Low,64,62,0,Yes,0
Female,8.93,70.74,Yes,4,Medium,64,75,0,No,1
Male,9.56,67.64,Yes,1,Medium,52,63,2,Yes,0
Female,8.12,80.33,Yes,2,Medium,64,70,1,Yes,1
Female,6.59,68.15,Yes,3,Low,56,62,0,Yes,0
Male,9.47,90.53,No,2,Low,83,92,0,Yes,1
Male,8.83,69.65,No,2,High,66,81,2,Yes,1
Female,7.97,88.28,No,5,High,50,75,2,Yes,0
Female,8.49,83.14,Yes,5,Medium,45,79,2,Yes,1
Female,9.47,99.45,No,1,High,54,88,3,Yes,1
Male,8.56,100.0,No,3,Medium,76,73,2,Yes,0
Male,7.08,94.78,Yes,4,Low,71,60,2,No,0
Female,8.57,90.4,No,4,High,87,65,1,Yes,1
Male,5.67,75.46,Yes,2,Low,63,46,3,Yes,0
Male,7.16,90.13,Yes,1,High,50,64,3,Yes,0
Female,7.25,98.27,Yes,3,Medium,81,42,0,Yes,0
Female,6.22,60.94,Yes,4,Medium,68,92,1,Yes,1
Male,5.6,81.52,Yes,2,Medium,47,82,2,No,0
Male,6.07,68.72,Yes,1,High,95,57,3,No,0
Female,8.31,82.32,No,3,Low,76,45,0,No,0
Male,8.95,78.66,Yes,2,Low,49,93,1,Yes,1
Male,9.75,83.03,Yes,2,High,98,91,2,Yes,1
Female,6.99,82.04,No,1,High,49,85,1,No,1
Female,8.08,98.4,Yes,1,High,40,52,1,Yes,1
Male,9.53,82.09,No,1,Medium,84,41,2,Yes,0
Male,6.22,93.85,Yes,1,Medium,91,87,0,Yes,1
Male,8.59,72.79,Yes,3,Medium,62,95,2,Yes,1
Female,8.75,77.52,Yes,1,Low,57,79,3,Yes,1
Male,5.88,78.82,No,1,High,62,86,2,Yes,0
Male,9.2,71.15,Yes,1,High,44,52,1,Yes,1
Female,9.0,75.19,Yes,3,High,87,40,0,Yes,1
Female,5.64,83.94,No,4,Medium,77,41,2,Yes,0
Male,5.89,83.21,No,2,Medium,93,43,3,Yes,0
Female,5.71,85.46,Yes,5,High,70,52,0,Yes,1
Female,6.94,74.07,No,2,High,92,69,1,Yes,0
Male,7.69,72.63,Yes,3,High,81,83,2,Yes,1
Female,7.79,84.46,Yes,1,Medium,78,51,0,Yes,1
Female,6.65,65.31,Yes,3,High,59,72,0,No,1
Male,9.42,70.12,Yes,4,Low,68,77,1,Yes,1
Female,7.08,61.69,Yes,5,Medium,87,82,0,Yes,1
Male,5.7,62.9,Yes,4,Low,72,87,0,No,1
Male,6.79,69.74,Yes,1,High,96,73,3,Yes,0
Female,7.78,60.78,Yes,3,Medium,78,42,0,Yes,1
Female,7.26,69.82,Yes,3,Low,71,82,2,Yes,0
Female,6.68,86.2,No,1,Medium,64,48,3,No,0
Male,6.06,62.44,No,1,Low,83,46,3,Yes,0
Female,9.02,77.47,Yes,5,Low,66,43,2,No,0
Male,9.78,96.52,No,4,Low,96,67,3,Yes,0
Female,6.92,91.65,Yes,1,Medium,62,81,1,Yes,1
Female,7.14,72.22,Yes,1,Low,86,71,1,Yes,0
Female,8.16,96.99,Yes,4,Low,41,40,2,Yes,0
Male,8.59,73.19,Yes,1,Low,98,52,0,Yes,1
Female,7.19,62.9,No,5,Low,89,75,3,No,0
Female,9.39,99.76,No,5,Low,43,65,2,Yes,0
Male,7.91,94.8,Yes,4,Medium,64,52,3,Yes,0
Male,7.44,78.64,Yes,2,Medium,84,61,1,Yes,0
Female,8.28,86.66,Yes,5,High,62,63,1,Yes,1
Female,9.6,86.85,Yes,3,Low,80,50,2,Yes,0
Female,8.92,67.78,No,3,High,75,64,3,Yes,0
Male,5.67,68.0,No,2,Medium,80,54,1,No,0
Male,6.93,78.78,Yes,5,Medium,62,84,3,Yes,0
Male,7.52,96.46,No,1,Medium,95,75,1,Yes,0
Male,6.85,60.4,Yes,2,Low,72,77,1,Yes,1
Female,8.51,91.3,No,1,Medium,96,73,1,Yes,0
Male,9.05,62.3,Yes,3,High,67,73,1,No,1
Male,8.64,79.13,No,2,High,47,71,0,Yes,1
Male,9.75,85.51,Yes,5,High,72,77,2,Yes,1
Female,6.67,87.47,Yes,3,High,68,64,3,Yes,0
Female,9.26,62.34,No,5,Medium,87,42,1,Yes,0
Male,8.8,76.74,Yes,1,Medium,95,91,1,Yes,1
Male,7.06,83.35,No,5,High,54,98,1,Yes,1
Female,8.66,62.64,Yes,2,High,54,96,2,Yes,1
Female,5.95,65.4,No,1,Low,76,96,3,Yes,0
Female,8.89,86.55,No,2,Medium,58,82,2,Yes,0
Female,7.79,80.87,Yes,1,Medium,95,86,2,No,1
Female,6.76,66.47,Yes,2,Medium,82,68,1,Yes,0
Female,8.32,81.41,No,3,High,98,60,3,No,0
Female,8.26,96.51,Yes,2,Medium,90,48,1,Yes,1
Female,6.4,60.62,No,3,High,95,60,2,Yes,0
Male,5.63,85.71,Yes,4,High,60,60,0,Yes,1
Male,7.36,62.95,No,5,Low,95,46,0,Yes,0
Male,7.95,60.26,Yes,1,Low,74,86,2,No,1
Male,9.27,66.03,No,5,Medium,65,71,1,Yes,0
Male,9.49,76.92,Yes,3,High,93,61,1,Yes,1
Male,7.77,92.09,No,3,Low,67,81,3,No,0
Female,8.74,71.27,Yes,3,Medium,61,50,3,Yes,0
Female,7.39,85.03,Yes,2,Medium,75,94,0,Yes,1
Male,8.71,76.45,No,5,High,92,97,1,Yes,1
Male,6.38,69.37,No,3,Low,55,73,2,No,0
Female,7.1,80.57,No,4,Low,51,53,1,No,0
Female,8.23,91.9,Yes,3,Low,67,87,1,No,1
Female,5.58,93.3,No,5,Medium,46,80,2,Yes,0
Male,8.61,93.86,No,3,Low,72,61,0,Yes,0
Female,9.09,73.54,No,3,High,63,64,2,Yes,0
Male,7.22,91.74,Yes,1,Medium,50,55,1,Yes,0
Male,7.43,68.49,Yes,3,Medium,54,72,2,Yes,0
Female,9.16,89.54,No,5,High,58,41,3,No,0
Female,8.84,97.94,Yes,1,Medium,94,78,3,Yes,1
Male,6.74,60.55,No,1,Low,54,83,3,Yes,0
Female,6.89,77.61,Yes,3,High,48,89,3,Yes,1
Female,8.42,85.91,No,3,Low,52,45,2,No,0
Male,7.92,88.07,No,4,Low,89,73,0,Yes,0
Female,6.2,67.04,No,5,Medium,68,85,0,No,0
Male,6.83,98.89,Yes,5,Low,97,87,3,No,0
Male,9.37,84.61,No,2,Medium,65,81,1,Yes,1
Female,8.46,66.57,Yes,2,Medium,62,76,2,Yes,1
Male,9.74,60.82,No,5,Medium,56,61,1,No,0
Male,8.8,91.33,Yes,3,Low,44,55,3,Yes,0
Female,9.55,63.19,No,1,Medium,98,46,2,No,0
Female,6.43,65.64,No,4,Low,55,86,3,Yes,0
Female,8.82,82.99,Yes,3,Low,78,52,2,Yes,0
Male,5.59,84.14,No,1,Medium,69,88,3,Yes,0
Male,8.38,87.48,Yes,5,Medium,60,89,0,Yes,1
Female,7.52,75.74,No,3,Medium,44,89,2,Yes,0
Male,6.99,90.96,No,4,Low,93,56,0,No,0
Female,9.21,98.97,Yes,2,High,97,42,3,No,1
Female,9.17,70.84,Yes,1,Low,65,51,2,Yes,0
Male,5.6,88.12,No,3,High,82,45,1,No,0
Female,8.12,97.14,Yes,4,Low,87,51,1,Yes,1
Male,7.08,87.45,Yes,3,Medium,69,50,2,Yes,0
Male,7.29,87.24,Yes,5,Medium,98,80,0,Yes,1
Female,9.08,68.95,Yes,1,Medium,61,58,3,Yes,0
Male,6.83,81.41,Yes,5,Low,97,99,0,Yes,1
Female,9.56,82.5,Yes,5,Medium,84,70,0,No,1
Male,6.27,88.01,Yes,2,High,41,90,2,Yes,1
Male,8.35,99.87,No,5,High,83,41,1,Yes,1
Male,8.39,61.35,Yes,4,Low,51,84,3,Yes,1
Female,6.58,62.61,Yes,1,Medium,81,71,0,Yes,0
Male,6.9,63.12,No,2,Low,66,57,1,Yes,0
Female,9.09,89.72,No,3,Low,65,94,0,Yes,1
Male,8.78,65.45,Yes,5,Low,84,43,2,Yes,0
Male,6.92,84.9,No,3,Low,83,61,2,Yes,0
Female,7.8,72.99,No,2,High,64,95,0,Yes,1
Female,5.77,78.29,Yes,3,Medium,58,53,1,No,0
Female,6.4,68.63,Yes,4,High,88,53,0,No,1
Female,7.59,94.64,Yes,2,High,66,76,3,No,1
Female,5.87,83.45,No,1,Medium,87,68,0,No,0
Male,9.13,97.78,Yes,1,Medium,56,90,3,Yes,1
Male,8.59,82.98,No,1,High,96,73,0,Yes,1
Female,9.56,64.96,No,1,Medium,45,87,3,Yes,0
Male,8.48,66.83,Yes,2,Medium,62,45,1,No,1
Male,9.54,99.56,Yes,2,High,57,82,0,Yes,1
Male,7.88,89.02,Yes,2,Low,82,51,0,Yes,1
Female,8.08,61.97,Yes,5,Medium,83,63,3,No,0
Male,9.7,88.15,Yes,2,Low,88,84,2,Yes,1
Male,8.26,76.49,No,2,High,41,98,1,Yes,1
Male,5.63,72.29,No,2,High,84,68,2,Yes,0
Female,8.61,66.16,Yes,1,Medium,58,49,2,Yes,0
Male,9.39,93.6,Yes,4,Medium,90,85,0,No,1
Male,8.92,62.55,Yes,1,High,95,75,0,Yes,1
Female,8.01,71.59,Yes,4,Medium,43,73,0,Yes,1
Female,8.39,72.26,No,4,High,72,90,2,Yes,1
Male,9.76,66.44,Yes,4,Medium,73,71,1,No,1
Male,5.89,80.33,No,1,High,71,71,3,Yes,0
Female,8.37,60.47,No,5,Medium,96,90,3,No,0
Female,6.72,72.04,No,3,Medium,57,54,3,No,0
Female,8.25,97.35,Yes,5,Low,83,48,1,No,1
Female,8.11,72.42,Yes,1,Low,48,97,2,Yes,1
Female,6.16,74.42,Yes,4,High,76,75,2,Yes,0
Female,6.39,78.93,No,3,Medium,87,61,1,Yes,0
Female,8.17,82.47,No,5,Medium,75,52,0,Yes,0
Male,6.05,92.35,No,2,Medium,91,80,1,Yes,0
Female,6.64,67.61,No,5,Low,42,83,2,No,0
Female,9.09,94.87,No,1,Medium,57,53,3,Yes,0
Male,6.91,90.3,No,3,Medium,79,65,3,No,0
Female,7.6,88.91,Yes,2,High,93,95,3,Yes,1
Female,9.55,63.47,No,3,Medium,64,83,0,Yes,1
Male,6.48,60.87,No,3,High,41,64,0,Yes,0
Female,7.18,83.76,Yes,5,Medium,83,61,1,Yes,0
Male,8.11,94.53,No,4,Low,40,69,3,Yes,0
Male,8.75,83.38,No,5,High,63,52,0,No,1
Male,9.38,68.53,Yes,2,Low,63,89,2,Yes,1
Male,9.44,63.62,No,1,Medium,92,71,1,No,0
Female,8.84,87.98,Yes,5,Low,89,76,2,Yes,1
Male,6.48,88.87,Yes,4,Medium,81,97,2,No,0
Male,5.61,66.9,Yes,4,Medium,92,58,3,Yes,0
Female,7.15,61.13,Yes,5,High,79,74,2,Yes,0
Male,6.11,76.33,Yes,2,High,43,97,3,Yes,1
Male,8.55,83.31,Yes,4,High,89,99,1,Yes,1
Male,8.34,88.24,No,4,Medium,74,88,2,No,0
Male,5.69,92.4,Yes,2,Medium,74,98,3,Yes,0
Female,9.1,84.42,Yes,2,High,96,91,2,Yes,1
Male,6.57,64.44,Yes,2,Low,51,68,0,Yes,0
Female,7.36,87.3,Yes,2,Low,90,46,0,Yes,0
Female,8.37,99.37,Yes,5,Low,88,74,2,No,0
Male,7.35,96.22,Yes,5,Medium,62,78,0,Yes,1
Male,7.4,94.87,Yes,3,High,88,45,1,Yes,1
Male,5.78,72.09,Yes,3,Medium,61,53,0,Yes,0
Male,7.23,90.03,Yes,3,Medium,65,67,1,Yes,0
Female,8.79,94.04,No,4,High,43,40,3,Yes,0
Female,9.44,87.13,Yes,2,Medium,46,85,1,Yes,1
Female,7.28,70.02,No,5,Medium,62,60,3,Yes,0
Male,7.32,98.15,Yes,5,Low,70,66,0,Yes,0
Female,8.52,78.03,Yes,2,Medium,46,61,3,Yes,0
Male,9.55,65.19,Yes,3,Medium,61,50,0,No,1
Male,6.65,64.39,No,4,High,78,48,3,Yes,0
Male,7.39,85.9,Yes,5,High,79,49,1,No,1
Male,8.92,77.51,No,1,Low,58,93,2,Yes,0
Male,8.12,63.78,No,4,Low,92,82,2,Yes,0
Female,5.98,89.61,Yes,4,High,69,95,2,Yes,1
Female,8.2,91.97,No,3,Medium,65,89,3,Yes,0
Male,6.3,89.02,Yes,2,Low,98,88,2,No,0
Female,7.69,68.09,Yes,1,Low,80,85,0,Yes,1
Male,7.78,87.59,Yes,3,Low,95,88,0,Yes,1
Male,9.27,60.43,Yes,2,Medium,61,78,1,Yes,1
Male,7.49,72.2,Yes,1,Medium,48,70,3,Yes,0
Female,6.7,75.95,No,5,Medium,85,71,1,No,0
Male,6.49,93.41,Yes,1,High,97,70,2,No,0
Male,9.26,75.62,No,3,Low,68,47,3,No,0
Female,6.24,60.45,Yes,1,Low,71,79,1,No,1
Female,7.33,74.09,No,1,Medium,92,99,0,Yes,0
Female,6.3,79.96,Yes,1,Medium,57,90,2,Yes,0
Male,8.83,97.96,No,5,Medium,70,44,2,No,0
Male,7.54,97.64,No,2,Medium,71,70,2,Yes,0
Female,7.01,67.23,Yes,1,Low,48,46,1,No,0
Male,7.05,67.41,Yes,4,High,69,84,2,Yes,1
Female,9.16,66.54,Yes,3,High,76,86,0,Yes,1
Female,7.88,91.56,Yes,4,Low,71,53,2,Yes,0
Male,8.59,60.24,Yes,2,Low,47,64,1,Yes,1
Male,9.36,65.09,No,3,Medium,63,60,1,Yes,0
Female,9.38,81.52,Yes,2,Low,43,86,2,No,1
Female,6.91,69.9,Yes,3,Medium,91,68,2,Yes,0
Female,9.6,63.69,Yes,4,High,85,85,1,No,1
Female,5.61,74.4,No,4,Low,56,84,0,Yes,0
Male,7.12,70.97,Yes,5,High,60,70,0,Yes,1
Female,9.35,80.44,Yes,2,Medium,87,91,2,Yes,1
Female,6.68,99.17,Yes,4,Low,48,43,2,Yes,0
Female,6.67,64.97,Yes,3,Medium,99,93,2,Yes,0
Male,6.8,74.91,No,1,Medium,44,80,1,Yes,0
Male,8.13,97.28,No,1,Low,44,85,3,Yes,0
Female,7.38,95.07,No,1,Low,69,68,3,No,0
Male,8.62,75.77,Yes,5,Medium,45,88,1,Yes,1
Male,9.35,87.96,No,4,Medium,77,40,2,Yes,0
Male,8.4,63.51,Yes,2,Medium,47,71,3,No,0
Female,6.38,88.5,Yes,2,Low,87,40,1,Yes,0
Female,9.51,98.91,Yes,5,High,85,43,1,No,1
Male,6.64,81.5,Yes,3,Medium,72,59,0,Yes,0
Female,6.14,79.94,Yes,4,Medium,87,98,1,No,1
Female,5.89,67.49,Yes,4,Medium,54,79,2,Yes,0
Male,7.92,85.35,Yes,3,Medium,76,76,0,Yes,1
Male,5.99,83.62,Yes,3,High,48,53,3,No,0
Female,6.1,86.08,No,4,Low,42,97,1,Yes,0
Male,6.79,61.04,No,4,High,70,91,0,Yes,1
Female,6.71,81.95,Yes,1,Medium,98,95,1,Yes,1
Female,8.1,83.8,No,2,High,78,94,1,No,1
Male,9.01,68.3,No,1,High,46,53,0,Yes,1
Female,8.77,68.33,No,1,Medium,55,93,3,Yes,0
Female,6.63,71.05,Yes,2,High,99,41,1,Yes,1
Male,6.55,88.47,No,5,High,67,60,2,Yes,0
Male,9.65,84.25,Yes,5,Low,97,68,3,No,0
Male,5.54,93.83,No,5,Low,74,51,3,Yes,0
Female,9.28,71.83,No,5,Medium,54,57,1,Yes,0
Male,6.36,96.48,No,3,High,46,77,3,Yes,0
Male,9.57,89.75,Yes,1,Medium,74,80,0,Yes,1
Male,6.97,75.8,No,3,Low,87,71,0,Yes,0
Male,7.39,63.81,Yes,3,Medium,70,80,3,Yes,0
Female,8.54,70.28,Yes,2,Low,77,61,1,Yes,1
Female,8.03,98.27,Yes,5,Medium,47,75,2,Yes,0
Male,6.87,72.41,No,4,Medium,87,81,1,No,0
Female,7.88,73.2,No,5,Medium,95,51,1,Yes,0
Male,8.64,67.58,No,1,High,77,96,1,No,1
Male,5.68,92.27,Yes,3,Medium,55,60,3,Yes,0
